time_s,x_m,y_m,yaw_rad,icp_rmse_m,pairs,iterations,accepted
106.048,-0.980761364875356,0.6774166638441473,0.47227390575520056,0.010864996356413121,131,5,1
106.24000000000001,-0.9553714781970426,0.6926313444217904,0.4741450519774975,0.010302416001605743,131,3,1
106.432,-0.9360364745692964,0.6882854351905855,0.5638786615574669,0.0119096347986611,131,9,1
106.624,-0.9359403113318546,0.6849440198846188,0.7031970536384698,0.009048998490686893,129,4,1
106.816,-0.9397320576358493,0.6945251469150067,0.7929673125095164,0.011534637726155254,130,6,1
107.008,-0.9148848380218985,0.7142038513962985,0.7921087621913278,0.009458618622814054,131,4,1
107.2,-0.894005504536622,0.7352067169566906,0.7907122684593149,0.007995258638414543,130,4,1
107.392,-0.8713946479073403,0.7557480250428134,0.7901224789250152,0.007002685586652132,129,3,1
107.584,-0.8510676843728513,0.7758588548200511,0.7898114308992581,0.008384864595592446,130,2,1
107.776,-0.8307333762416447,0.7960234978166468,0.789981975731178,0.008161774006006673,129,2,1
107.968,-0.8099778997940725,0.8162781130658234,0.7905824567697239,0.006627453411209668,129,2,1
108.16,-0.7891403342574583,0.8356408454219044,0.7904677237194657,0.006786608836004178,130,2,1
108.352,-0.7690818614046959,0.8560421646571418,0.7898882585491088,0.007494668666207492,128,2,1
108.544,-0.7487584720512707,0.8763901025429768,0.7892380531844075,0.00736635532543838,127,2,1
108.736,-0.7291610070573368,0.8961999009196261,0.7899333672281017,0.00804378536049877,126,2,1
108.928,-0.7090006583689423,0.915224622945397,0.7902466913986641,0.0068687967852324346,125,2,1
109.12,-0.6893531388894448,0.9354720472283616,0.7907366054202495,0.007359033166877814,125,2,1
109.312,-0.6690399340536096,0.9542678151631115,0.790996430551202,0.006458335093513418,127,2,1
109.504,-0.6475919494459828,0.9746625679335845,0.7907993211768495,0.007103651323884761,128,2,1
